main_text,comments
캡쳐를못했네요 성공힌치와와팀화이팅,"['만점 축하드려요❤️', '만점 축하해요^^', '추카드려요~', '', '', '축축ㅋ', '축하해요🥳🥳🥳🥳🥳', '앗 같은 팀이다 ! ! 화이팅 화이팅이에요!', '10등ㅠ!저흰 6등까지갔다가 14등으로 나라악', '축하해용😆']"
"4개월 치와와를 집에 데려 온 지 일주일 정도 지났고, 처음 왔을 때 바로 분리 수면 했습니다.울타리 문을 열어두고 제가 불을 끄면 혼자서 울타리 안 본인 방석으로 가서 잠을 잡니다.가끔 낑낑대는 모습이 있으나 반응하지 않으면 2분에서 3분 정도 소리내다가 멈추고 잠을 자러 들어갑니다.지금까지는 울타리 안에서 5시간~8시간 정도 생활해왔고 제가 외출하고 난 후에는 하울링이나, 짖음은 전혀 없고 제가 외출 후 집에 돌아오는 소리가 들리면 두 세 번 정도 짖고(이 이상 짖지는 않음), 점프를 하며 살짝 흥분을 하는 모습을 보여서 흥분을 가라앉힐 때까지 제가 울타리 밖에 조용히 앉아있다가 3분 정도 지나면 애기가 흥분을 가라앉히고 앉아서 차분해질 때 문을 열어주면 바로 제 품으로 들어와서 파고듭니다. 그러면 바로 쓰다듬어주지 않고 조금 차분하게 기다렸다가 완전히 진정이 되면 쓰다듬어주고 있습니다.주말에는 일부러 2~3시간 제가 외출해서 자리 비워주고 있고 나머지 시간은 애기랑 함께 보내고 있습니다.1. 우선 저는 분리수면은 지속적으로 하고 싶으며, 침대 위로는 올라오지 않도록 교육하고 싶습니다. 가끔씩 침대로 점프하며 올라오려고 하지만. 반응하지 않고 있습니다. 애기 수면 장소는 제 침대와 2미터 정도 떨어져 있고 서로 볼 수 있는 공간에 울타리를 설치해둔 상태며 울타리 안에 애기 방석이 있습니다. 잘 때는 울타리 문을 열어두고 잡니다.2. 출근으로 인해 혼자 있는 시간이 오후 2시부터 7시인데 (약 5시간) 출근 전 산책한 후 제가 외출할 때는 울타리 안에서 생활할 수 있도록 해도 되는지, 여쭤봅니다. (울타리가 넓어 제가 외출하면 노즈워크나. 장난감을 가지고 놀고 있는 상황입니다.)처음 키우는 강아지이지만 오래 오래 건강하게 함께 할 아이기에 처음부터 분리교육을 잘 하고 싶고, 충분히 예뻐하고 싶은 마음이 있어 자세한 답변 해주시면 감사하겠습니다!","['저희도첨부터분리수면했고안전문설치해두고방에는못들어오게하고거실에서혼자자는데나와서놀아줘요그래서분리불안도없는것같아요', '전 처음부터 그렇게하질못했어요....지금 혹독하게 분리불안훈련중..;끝이없네요...울타리는...얼마나 넓은줄. 모르겠지만 서서히 치워주셔도 되지않을까요?', '잘 하고 계신 거 같아요! 단호함 굿굿근데 강아지가 다리위에 올라오는 것도 살짝 블로킹 해줘도 좋을 거 같긴한데진정되면 예뻐해주는 느낌으루요ㅎㅎ아직 훈련하기에 어린 나이인가 싶긴한데저희 강아지도 흥분도가 높아서 다리에 올라오지 못하게 하고 제 앞에 앉으면 만져줬더니 이젠 제가 외출하고 돌아와 바닥에 앉고, 얘도 제 앞에 앉아서 만져주길 기다려용!', '규칙은 정히기 나름인 거 같은데신나서 점프하면 소형견이다보니 다리에 무리 될까봐ㅠㅠㅎㅎ 앉아있게 했어요', '제일 걱정인 건.. 외출할 때 넓은 울타리에서 지내게 해도 될지가ㅠㅠ 5시간 정도에요..! 처음이라 모르는게 너무 많아서..', '본인이 편안해 하는 곳(취침하는곳)이라면 괜찮을 거 같아요!그리고 전 집 비울 때노즈워크 장난감에 사료를 주고 갔어요! 장난감 굴리면서 시간 보내라구요~', '단호함이 최고교육!', '울타리는 위험한곳을 막는 용도로 사용했었어요~ 특히 전선 뜯지 못하게 가리는 용도ㅎㅎ 분리수면을 하고자한다면 일관되게 분리수면 하셔야 아이도 잘 적응할거에요!']"
뭔가 토를 할거같이 컥컥거리는데 토는 하지않아요ㅠㅠㅠ왜이러는가죠??? 사료를 바꿔서그런가… 간식을 많이줘서 그런가요???,"['사료를 아예 다 새로 바꾸신건 가요?', '너무 급하게 물을 마시고 켁..아님 급하게 사료를 먹어도 그렇더라구요', 'ㅋㅋㅋ물 마시고난뒤 그랫으니까 너무 급하게 마신 거같아요….', '사료 다른걸로 바꾸실려면 오늘은 1/4 내일은 2/4 이런식으로 바꾸는게 좋아요~', '양이 많거나 식기 높이가 안맞아 그럴 수도 있어요~ 식탐이 좀 있는 아이라면 슬로우식기 추천해 드려요~ 간식을 많이 주셨다는건 어떤 간식이신지… 간식은 많이 안주는게 좋을 것 같아요~^^ 저희 달이는 트릿 1~2개가 1일 간식이라~~~^^;; 물마시다가 자세를 낮춰 허억~~ 거리는거라면 물 급하게 마시다 가끔 그렇더라구요~', '급하게 먹어서 그럴수도 있고고양이라면 털때문야수도 있겠네요', '사료나 헤어볼 때문일 수 있어요~']"
"안녕하세요 저희 호두는 지금 1차 접종이 끝난 곧 3개월 비숑인데요.3차 접종 이후엔 코산책을 좀 해주라고 하셔서 슬링백을 하나 사야할 거 같아서요.인터넷에 정말 다양하게 많은데, 직접 써보시고 정착하신 슬링백 제품이 있다면 추천 부탁드립니다! 가격, 디자인, 강아지의 선호도, 기능성(차량이용가능) 등등 이유도 함께 써주시면 더욱더 큰 도움이 될 거같아요! 부탁드립니다!그리고 호두가 비숑이라 지금은 작지만 성견이 되면 L사이즈는 써야할거같은데, 미리 L사이즈를 이용해도 괜찮을까요?","['다 클거 예상하고 사세요~  다클거예상해도 생각보다 더커져서 또사는경우도 이또요 ㅎㅎ', '감사합니다! 얼마나 클지 모르니까 참 어렵네용', '전 저렴한 슬링백사고 돌아다니다가 당근하고 10개월차에 큰걸로 바꿔줬어요! 큰걸로바꿧는데도 15개월까지는 더크다보니 또 당근하게되고 더 큰걸사게되더라구요ㅠ 첨에는 그냥 좀저렴한걸로 삿다가 바꾸시는게 더 나을수도있어요~ 처음엔 받침있는 저렴한걸로 썼고 두번째는 밀리옹M사이즈쓰다가 지금은 쏘오옥L쓰는중이에요!', '15개월까지 계속 크나요!? 얘가 얼마나 클지 예상하질 못 하니까 저렴한거 샀다가 나중에 제대로 사는게 나을 수도 있겠네요ㅠ', '울댕댕이는 20개월쯤까진 컸던거같아요. 댕댕마다 다릅니다!', '헉 그런가요!? 그럼 진짜 저렴한거 샀다가 바꿔야겠어요!', '썼던것 중 겟백이 젤 편했어요. 근데 퍼피면 얼만큼 클지는 예상이 안가서 윗분 말처럼 저렴한거 썼다가 바꾸시는 게 더 나을 것 같아요', '겟백 기억해두겠습니다! 감사해요 ㅎㅎ', '차로이동할때도그렇고애견동반으로여행다니기엔백팩이젤편하더라구요백팩도한번생각해보세요😄아기다크니까슬링백오래메고다니기힘들더라구욧ㅜㅜ', '호두는 비숑이라 더 클테니 백팩이 나을 수도 있겠네요..이와중에 땅콩이 왜캐 뽀얗고 이쁘죠!? 눈물 자국도 없네요ㅜㅜ']"
"5개월 말티푸인데요, 이전에 잘하던 하우스 등의 명령을 안하고 멀리서 쳐다만 보고 있어요 그러다 고개을 휙 돌려버리는데 개춘기가 온건가요? ","['벌써 개춘기가 왔을까요???👉👈', '네 개춘기 같네요~ 빠르면 4-5개월부터 시작된다고 해요', '슬슬개춘기올시기맞아요알아듣고는모른척ㅋㅋ', '개춘기~~울아이도 5개월때 개춘기 사료투정 같이왔어요아직도 개춘기ㅠ', 'ㅋㅋㅋ 개춘기 시작인가보네요', '개춘기시작이네요ㅋㅋ고개 획~~돌리는모습이 상상이가요~', '저희애도 5개월 시작하면서 개춘기와서 죽것네용..... 개춘기같아유  ㅠㅠ', '개춘기 같아보여요ㅠㅠ', '개춘기 시절 밥투정하고 말 안듣더니지금은 걱정없어요', '어머 개춘기왔네..']"
"1 . 현재 2차 접종까지 맞았고 다른 강아지에 비해 접종 시기가 늦어서 산책도 아직 못 했는데 3차에 나가는 게 좋을까요? 5차에 나가는 게 좋을까요?2 . 병원 갔을 때 슬개골 탈구 위험 있다고 점프를 조심하라고 하는데 얘가 너무 뛰고 그러는데 방법이 조금 없을까요? ㅠㅠ 슬개골 탈구 될까봐 너무 걱정인데 견주분들 팁 좀 쥬세요 3 . 미끄럼방지 매트를 바닥에 깔아뒀는데 애기가 물어뜯어서 스펀지를 먹는데 물어뜯지 않을만하고 가격도 착한 매트 좀 추천해주세요 ㅠㅠ 아무리 찾아도 다 매트가 비슷한 것 밖에 없어요 😭4 . 입질교육 , 배변훈련 어떻게 하나요? 자꾸 손도 물려고 하고 똥•오줌도 현재 못 가리는데 교육하는 방법 없나요? ㅠㅠ 이것들 말고도 강아지 키울 때 팁이나 말티푸에 대한 정보 좀 알려주세용 !!강아지 키우는 게 처음이라 너무 어렵네요 ,, 모든 견주분들 대단해요👍","['접종 다 끝날때까지는 코산책만 하다가 접종끝나고 산책 다녔어요~~ 매트는 디팡매트 괜찮더라구여^^', '1. 저는 2차 접종 후부터 산책 했어요~ 코산책부터 하다가 3차 후에 풀 있는 곳 근처만 안 가고 걷게 했어요.2. 점프를 많이 한다면 많이 흥분한다는 말인 것 같은데.. 집에서는 흥분을 부추기지 않게 해주세요. 그것만으로도 많이 좋아질 거예요.3. 매트는 저도 한 때 물어뜯었는데요, 그때마다 못하게 했어요. 애플비트였나 스프레이 뿌리기도 했고요.4. 입질 교육은 위에서랑 같이 흥분 시키지 않고 깨물때 단호하게 밀치거나 방에 들어가 버리거나 했어요. 깨무는게 심하면 멋대로 다가오지 못하게 하시고 놀아주지 마세요.배변 교육은 패드 넓게 도톰하게 까시고 화장실 앞이나 문 앞 같은 곳에 여러군데 깔아두세요. 잘 하면 칭찬해 주시고 안 쌌으면 하는 곳에서 밥주거나 놀게 해줘보세요.', '코산책만하세요~진드기에 영역표시많아서ㅠ', '1. 3차하고 사람도 강아지도 풀도 없는 곳에 진짜 살짝만 걷게 해주거나 안아서 코산책 해주고 5차를 맞은 후에 친구랑 접촉해도된다고하신 기억이 나네요', '11개월말티푸호리맘입니다 다들 똑같은마음이네요. 슬개골걱정이 제일크기도하지요 저는우리호리를6개월에만나서  아무런 정보없미 걱정으로 키웠지요 근데 조금은 뚝심도필요한듯 해요 너무조심조심키우다보니 더약하게 키우게되서 산책도 사람없는 공원에서 조금걷다가 뛰다가 냄새맡게하다가 시간을늘리게 하니 다리근육이 튼튼하게생기더라구요 등산산책로7km완주? 힘든코스는 안고가기도했지만 그렇게 다니기도해요 저는 다른견이랑 많이어울리지않고 주로 둘이나 신랑이랑 산책을다니는편이라서요', '저희는 2차때잠깐 코 산책 하구 뛰는건 어떻게 못막겠더라고요 높은데서 뛰어내리는것만 못하게 막고 입질을 하게 된다면 얼굴을 잡고 잇몸을 손으로 만져주세요 처음엔 살살 하다가 입질이 심하다면 어느정도 마사지 한다는 느낌으로 해주신다면 많이 좋아질겁니다 저희 아이도 3개월째인데 처음이 왓을때 이가 가려워서 발가락 손가락 물더니 이제는 손을 가져다 대도 이빨에 슥 대기만 하고 바로 빼네요']"
처음에는 적당했는데이젠 계속 올라타서 얼굴을 너무 너-무 햝아요ㅠㅠ 괜찮은건가요? ,"['가끔 그렇게 애교많은 강아지들이 있더라구요ㅋㅋㅋ성향인것 같습니다!', '저희아가도 그래요 ㅠ 제가 꼭 츄파춥스된 느낌 ㅋㅋ', '배고프거나 너무 사랑하거나 애정표현 하고싶거나.. 우리크림이도 하루종일 온몸을 다 핥아요. 익숙해지세요 ㅋㅋ', '저희 로미도 얼굴을 엄청 핥아요ㅎㅎ거의 세수 시켜주는 수준ㅋㄷ애정 표현하는거 같아요^^ 로미가 밤에 자기전엔 유난히 많이 핥아준후 자러가요💕 시간 지남 암치도 않아진답니다~^^', '저희보리도 부담스러울정도로 얼굴을 핥아여~~ㅋㅋ아침엔 세수를 시켜주는듯~~ㅍㅎㅎ좋아서 그런거니 걱정않하셔되 되용', '우리땅콩씨는손,발,다리가리지않고다핥아요ㅜㅜ', '저희도 외출했다 돌아오면 엄청 핥아요오빠는 콧구멍까지 싹싹 핥아준답니다과해요 ㅠㅠ', '울아이도 자고일어나면 그리 애교 부려요ㅋㅋ', '울애기도 그래요~  한번 시작하면 계속하려고한다는~', '1울밤도 누워있으면  좋아서 엄청  핥아서 못하게하면  더 하더라구요포기..']"
너무 물어서 이제 무서워요...여린살들을 조금씩 물어서 너무 아프네요..인형 ..우드스틱 안하려고 하고 살만 노려요...한우블리스틱 사주니 너무 좋아해서 하루종일 씹는데 아직어려서 턱에 안좋다하니 또 뺏어버렸어요!껌이나 츄 추천부탁드려요,"['저희 강아지도 진짜 심해서 어떻게 할지 많은 고민과 시도를 했는데 일단 교육이 젤 중요한 것 같구용실리콘 장난감이나 로프로 이 간지러운거 해소시켜주세용 아직 애기라 저는 밀크껌 주고있어요!', '개껌보단 다양한 질감의 장난감과 우드스틱 주시고요,가까이 오면 블로킹하시고 놀아주거나 만지지 마세요. 차분히 혼자 있을 때 살살 만져주시고 깨물면 벌떡 일어나셔서 등을 돌리거나 사라지거나 해보세요. 꾸준한 교육 해야합니당', '저희보리도 엄청심했어요~손을 무슨 지장난감인감양 앞니도 앙앙~그때는 아직 유치라서 더 뾰족하더라구여..손에 다 상처였어요~아무리 혼내도 그때뿐이구..ㅋㅋ좀씩 훈련시키면서 장난감도사주고 시간이 지나니까 덜해요~지금도 지기분좋으면 손부터 입으로가져가요~ㅋㅋ저는 딱딱한우드스틱보다 봉제인형 삑삑소리나는걸 많이 사줬던거같아요~', '이갈이저희집애들도..ㅜㅜ', '손물면 전 겁줘요!']"
분양받은지 일주일됬고3개월차 된 포메입니다갑다기 눈가부터 미간까지  털이 새끼손톱크기만한 한뭉치 빠졌는데ㅜ병원가봐야할까요?울타리생활중이라 딱히 뭘한것도 없고눈물티슈로 눈꼽 닦아준거밖에 없는데 왜그럴까요ㅜ눈물때문인걸까요?,"['눈물많아서 습진 생긴거 아닌가 싶어요ㅜㅜ', '눈물나서그런거같은데병원가보시는게좋을것같아요', '갑자기 빠진거라면 병원가보시는게 좋을거같긴하네요!!ㅠㅠ', '포메면 원숭이 시기 같기도 하고🥲 시기가 빠른 것 같으니까 정확한건 병원 가보시는 게 나을 것 같아요!', '안면빗으로 주기적으로 빗어주셔야해요. 하루에 한번이상 꼭.   원숭이시기가와서일수도있고 눈물이 굳어서 뭉쳐서  뜯어져나올수도있구요.', '눈꼽이랑 눈물때매 습진이생기는경우가 종종와요! 병원 추천드려요 저도!', '습진같아요ㅠ병원가셔서 연고 받아서 발라주세요', '눈물때문인 것 같아요!눈물 원인이 다양해서 치료를 위해서도 병원에 한번 방문하시는 거 추천드리고, 대부분 식이알러지에서 시작되니 사료로 테스트 해보시고 바꾸시는 것도 좋을 것 같아요~', '병원다녀왔는데 효모곰팡이균 때매 그런다네요 보니까 한쪽귀 귀안까지 딱쟁이같은것들이 있더라구요ㅜㅜ한번걸리면 평생간다는데ㅠ 관리노하우 있을까요?']"
안녕하세요!4개월 넘은 몸무게 1.7kg인 말티푸 키우고 있는데현재 행복캔넬 가장 작은 사이즈 이용 중입니다강아지한테 작지는 않은 사이즈 같은데 잘 때 다소 불편해 보이기도 하는것 같아서요캔넬 300 사이즈로 바꿔줄까 하는데너무 커도 안 좋을까요??용도는 주로 집에서 잘때만 사용합니다~~감사합니다!,"['지금괜찮은거같아요 큰것보다 몸에 맞는게 편안함을 준다고하더라구요~좀더크면 바꿔주셔도 될거같아요 저희도 캔넬을 자는방으로 사용하고있어요^^', '집에서는 살짝 여유있게사용하고차에서는 딱맞게 사용하라고훈련사분이 알려주시더라구요켄넬을 두개씩이나 준비해야한데요 ㅠㅠ어릴때쓰던거 처분했는뎅..흐미 또사야해요', '켄넬은 강아지가 딱 섰을때  머리위로 주먹크기만큼 남고    들어가서 몸을 돌려서 다시나올수있을정도의 크기가 좋아요. 현재는 맞는데 4개월이라니  2배이상은 몸무게가 늘텐데 다 크면 작을거같긴해요.', '저도 같은생각으로 큰걸삿다는 근데 너무커서ㅋㅋ  지금은 방치중이예요~', '지금 딱 좋아요~하지만,아이가 여기서 더 큰다면 바꾸시는걸 추천드려요 )~', '아이 클때 생각해서 큰걸로 바꿔주세요', '애착생기면 작아도 들어가려고할거고 4개월이면 조금 더 클 수 있는데 척추에 안좋은 자세가 될 수 있을거 같아요. 이동목적이 아니라면 같은모델 아예 큰사이즈로 바꾸시는게 어떨까요~', '아이가 아직 더 클거니까 클거 생각하면 전 미리 바꿀것 같아요~', '애기가 켄넬 안으로 들어갔다가 한바퀴 돌아서 나오고 엎드렸을 때 자리가 좀 남는 정도의 사이즈가 좋아요♡', '']"
태어난지 5개월째고 아이 엄마견이 유기견구조돼서 아이는 보호소에서 태어나 지내다가 애견카페로 이동한 아이 데려왔습니다 데려온지 4일째 되는데 배변활동을 제가 외출하거나 잘때만 하는거같더라구요...어제는 다녀왔더니 이불에다가 오줌발싸해놓기도하구 패드에 응아하면 벅벅 긁어서 어지럽히기도 하구요 그래서 해결해주려고 데리고 나가면 절대 한발자국도 안움직여요..ㅋㅋㅋㅋ다시들어가려고 해도 안움직여서 들어서 갔네용.. 산책은 아직 제가 믿음이 안가서 그런거겠죠? 워낙소심한아이라 간식주눈데도 움찍움찔하고(그래도 천천히 만져주면 눈감고 엎드리더라구요) 계속 잘려고만해서 걱정입니다ㅠ,"['겁이 많고 소심해서 그래요. 강아지마다 적응하는 기간이 다른데 2주 정도면 적응할거에요. 그때까지는 쳐다보거나 관심주지 마시고 그냥 두는게 적응하는데 도움될거에요.', '아직 모든게 낯설고 어색해서 그럴꺼에요~ 시간을 두고 천천히 하나씩 하나씩 하시다보면 세상 젤 행복하고 밝은 아이가 될꺼에요~패드는 여러장 많이 깔아 두시고요^^', '겁많은 아이 같아요~ 조급해하지 말고 천천히 하나씩 해나가면 나중에 엄빠만 아는 찰떡이가 될거예요^^ 윗분 말씀처럼 넓게 패드 여러장 깔아 놓고 배변훈련 하다 조금씩 줄여 나가시면 좋아요^^', '너무 조급해하지 않으셔도 될 것 같아요. 길게 보고 천천히 느긋하게 해봐요 우리♡ 저희 막내도 제게 처음부터 다가오진 않았어요. 손도 경계하고 입질은 안 했지만 먼저 오는 법이 없었으니 말 다 했죠 뭐 ㅎㅎ 그런데 시간이 약이고 보호자님의 꾸준한 사랑과 인내심만이 정말 답이라고 생각합니다. 천천히 조금씩 하시다 보면 아이도 마음 열 거예요. (그리고 배변훈련은 처음부턴 배변패드 정말 많이 깔라고 배웠어요. 처음부터 협소한 공간 마련해주면 스트레스 받거나 실수하기 일쑤고 또 실수해서 야단 맞음 자존감만 떨어진다고 하더라고요. 그리고 또 한 방법으로는 처음에 배변패드를 군데군데 (서너장씩 겹쳐서 주 생활공간 여기저기) 깔아서 그 위에 올라오거나 관심 보이면 간식 하나씩 주는 식으로 연습하다 보면 잘 될 거예요♡) 화이팅입니다♡', '답변 감사합니다! 한창 뛰어놀 나이 같은데 너무 집에만 있어 걱정이었어요ㅠ 일단 적응하는게 먼저군요!', '복 받으실거에요. 화이팅!!!', '아직 적응중이라그럴거에요!!! 지속적인 관심과 사랑, 기다려주신다면 다해결될거에요!!', '하나하나 적응하는데 시간이 생각보다 오래 걸리더라구요. 화이팅 입니다!!']"
2개월 말티푸 사료양 얼마나 줘야햐나요?? 샵에선 아빠 숟가락으로 한스푼 주라고 하드라구용 8시간 간격으로 3번! 근대 너무 적은거같아서 한스푼 적당한거맞나용?,"['너무적어요 멍냥보감에.아이 몸무게를 입력하면 사료량이 나오니 그렇게주심되요!', '앗 감사합니당! 사료량은 물에 불기 전 으로 재야하나요 불엇을때 재야할까용??', '불기전으루 하심될거에용', '그렇군용 답변감사드려용 ㅠㅠ!!!', '멍냥보감 홈에서 나온 양으로 갑자기 늘리는건 안좋아요ㅜㅜ 샵에서 지금까지 조금 먹였을텐데, 갑자기 양을 늘리는건 설사의 원인이 될 수 있어요. 우선 멍냥보감에서 계산하시고, 원래 샵에서 급여하라고 한 한스푼에서 점점 양을 늘려가며 급여해주시면 돼요. 그리고 만약 멍냥보감 급여량대로 줬는데 변이 묽으면 양을 좀 줄여주셔야하고, 변이 딱딱하면 양을 늘려주셔야 해요2개월이면 하루 4번 이상 급여가 좋다고 해요~', '아!! 감사합니다 처음 이라 아무것도몰라서용 ㅠㅠ 자세한 설명 감사해요 도움 많이 될것같아요', '한스푼 밖에 주지 않은건 크기를 작게 하려고 그런거 같아요 아가때 쑥 쑥 커야 나중에 튼튼하답니다ㅜㅜ 한스푼에서 조금씩 적응할 수 있게 늘려주시면 좋을거 같아요😊', '그러쿤요 ㅠㅠㅠ 그래서 그런지 엄청 말랏더라구요 서서히 통통이로 만들어볼려구요 감사해요 😍', '아가시절에는 3번보다는 4번으로 나눠서 주시는게 더 좋다고 알고있어요급여량 나누기4해서 주시면 되어용', '혹시 물은 상관없을까요? 샵에선 물을 많이 주지말라면서 변이 묽어진다 햇엇어용 근데 인터넷이나 다른데선 충분히 주고 알아서 먹으라고 하라구 많이봐서요 !!']"
여름이라 이제 아침에 방역차가 돌아다니네요.별생각없다가 산책할때 강아지는 괜찮을까 하는생각이..다른분들은 어찌하는지...방역차가 지나간 후에 바로 산책을 가도 될까요?누구는 지효성이 남아있으니 아예 가지 말라는데그럼 산책을 갈때가 없는데..😭,"['전 방역차오면 주변 놀이터가서 좀 기다리면서 쉬다가 30분 정도후에 다시 가요. 그쯤가면 냄새도 안나더라구요. 방역차가 온 동네를 다 돌아다녀서 피할수는 없을것 같아요.', '몸에 좋진않을것같아요ㅠ쫌 기다릴수밖에', '저두 기다려요ㅠ몸에 안좋을듯ㅠ', '미세먼지에도 사람보다 더 민감한 아이들이니..마스크를 씌울 수도 없고ㅠㅠ 피해서 기다리는게 좋을 것 같아요ㅠ']"
7월3일 화요일에 5차맞고 항체검사를 7월10일에 하자그러시네요ㅠ제가 알기론 2주뒤에 하는건데그전에해도 상관없을까요??ㅠ찾아봐도 전부 2주뒤에 하신분들뿐이라ㅠ궁금해서 여쭤봅니당..,"['저도 마지막6차  맞고 일주일뒤가서 중성화때필용피검사 하면서 항체검사했는데 항체생긴거 확인시켜주셨어요 일주일에서 하루부족하네용ㅎㅎ', '5월31일 마지막 주사맞고 6월6일 항체검사 랑 중성화했어요~', '아아ㅜ 일주일도 괜찮은거네용ㅠㅠ 저는 일찍하면 항체 조금 나올까봐 걱정했거든여ㅠㅠ 감사합니당', '저는6차가 광견병 인플루엔자2차였기때문에  병원마다 조금다르기도하더라구요 보통 파보 홍역 코로나 이런기본은 처음에많이들어가서 5차맞는거가 저랑 비슷하시면 괜찮으실거같아요~불안하시면  냅따병원전화하셔서 물어보셔도 좋을거같아용~', '7월3일 5차+인플루1차고ㅠ 항체검사10일에하고 17일에 광견병 맞는다네요...ㅋㅋㅋㅋㅠㅠ 다 맞고하는게 맞는거같은데ㅠㅠㅠ', '저도 다맞고 광견병까지맞은 뒤일주일이니까요 ㅠ아직덜맞고 하기불안하시다말하시구 다맞고 2주뒤 진행 하겠다고 하셔요~5차때 검사하고 부족부분을 6차때 같이더하는병원들도 있다하시구 일주일만에도 항체가생길 애들은생긴다하더라구요그래도 불안하니까  다맞구 진행하셔요~~', '네ㅜㅜㅜ 감사합니다ㅠㅜㅠ 하도 불안해서 전화로도 확인했는데 뭐 괜찮다고만 그러셔가지구ㅠㅠ 감사합니다~~!!!', 'ㅎㅎ 괜찮은거면 다맞고하겠습니다!!하셔요ㅎㅎ 불안하신것보단 그리하시는게 좋쳐~^^', '보통 항체가 2주정도 걸려서 생긴다고 해서 그런 기간이 정해져있는걸로 알아요~확실한 결과를 위해서는 기간 채워서 가는걸 추천하고싶어요ㅎㅎ', '아아 역시 그렇죠ㅠㅠ 아무래도 다시 예약잡아놔야겠어요ㅠ 알려주셔서 감사합니더ㅠㅜ']"
"4개월때 데려와서 애기가 6개월 되가요! 데려온 곳에서 가급적이면 1년동안 같은 사료를 먹이라고 해서 네추럴초이스 뉴트로 키튼 먹이고 있었는데 이 사료가 다 품절이거나 가격이 말도 안되게 올라서요 ,,, ㅜㅜ 비슷하고 괜찮은 사료 혹시 있을까요? 습식이나 다른 츄르 간식은 거들떠도 안보고 오로지 사료만 주구장창 먹어요ㅠㅠ ","['저는 1살 전까진 오리젠 키튼 먹이고 10개월쯤부터 로얄캐닌인도어로 조금씩 적응시켜 갔어요~  오리젠은 워낙 고단백이기도 하고 중성화 이후 살이 급격히 찐다고도 하고 갑자기 바뀌면 안먹을까봐 아주 소량씩 로캐인도어 주다 11개월때부터는 거의 비중이 90%는 되게 줬던 것 같아요. 아! 그리고 얼마전까지 하림 더 리얼캣 먹였는데 깔끔하고 괜찮더라고요~ 사료가 깔끔해요. 키튼도 있으니 함 비교해 보시면 될 것 같아요. 업체별로 샘플 먼저 신청해 보시고 기호성 테스트 후 구매하시는 걸 추천 드립니다~^^ ~^^', '감사합니다❤️ 더위 조심하세여!!', '베이비 사료는 로얄캐닌이 성분  괜찮아요 성묘 사료는 별로지만요 지금 뉴초 단종된다는 말이 있더라구요 그래서 판매처도 거의 다 빠졌고 가격도 2만원정도 상승한 것 같아요 사료 좋은거 많지만 우리 애가 먹어줘야하니 일단 급하시면 로얄베이비 먹이시고 성묘사료는 샘플 테스트해보세요아이가 선호하는 사료를 꼭 3가지 이상 찾아 놓으시고 저렇게  품절이나 단종.실증 느끼면 바로 갈아 탈 수 있게 준비해두시면 좋아요아이마다 닭.생선 원하는게 달라서 어떤 베이스를 좋아하는지 찾아보셔요^^아이가 저희집 애 어릴때랑 많이 닮았네요ㅎ', '헉 애기 너무 예뻐요!! 완전 닮아서 놀랐어요..!! 감사합니다 더위 조심하세요!❤️', '지금 뉴트로가 수입이 막히거나 단종될거라는 소문이 있던데, 꼭 1년동안 같은 사료를 먹일 필요는 없다고 생각해요~ 저희도 안맞는 사료 교체하며 몇번 (로얄(기름져서 턱드름 생김)>뉴트로(변비유발, 한아이가 안먹음)>밥이보약)바꿨구요ㅎㅎ 지금은 밥이보약 헤어볼, 체중조절 급여중인데 기호성 좋고 괜찮은것 같아요.', 'ㅜㅜ 처음 집사가 된거라서 단종 되는것도 몰랐네요ㅜㅡㅜ 감사합니다! 더위 조심하세요❤️', '굳이 꼭 1년동안 같은 사료를 먹일필요없어요! 전 수도없이 바꿨는걸요...? 아이에게 맞는 사료라면..ㅎ 여기저기 샘플사료 구매하셔서 테스트해보시고 맞는걸로 먹이시는게좋아요! 무턱대고 큰용량샀다가 아이한테 안맞으면 낭패더라구요....ㅜㅜ', '감사합니당! 이것저것 샘플 먹여보고 맞는걸로 구매할게용 더위조심하세요❤️']"
